business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,IsRestaurant
V-96iACFgPmVjjKACGxd7Q,Fusion Pizza & Grill,"1900 Grant Ave, Ste M-N",Philadelphia,PA,19115,40.0839955,-75.0354963,2.5,6,0,"Ethnic Food, Specialty Food, Restaurants, Food, Pizza",True
0CEUpFtaKhxbmrbSdP9MUQ,Acadia,824 S 8th St,Philadelphia,PA,19147,39.9389483,-75.1564078,4.0,79,0,"Restaurants, Cajun/Creole, Southern, Nightlife, Cocktail Bars, Breakfast & Brunch, Seafood, Bars",True
GVqXNt0HKJLpciN9ePxnWw,Crown Fried Chicken,1128 S Broad St,Philadelphia,PA,19146,39.9368911,-75.1672837,2.5,16,1,"Restaurants, Fast Food",True
dChRGpit9fM_kZK5pafNyA,The Love,130 S 18th St,Philadelphia,PA,19103,39.9506555,-75.1708991,4.0,618,1,"Restaurants, American (New), Breakfast & Brunch, Burgers",True
cDekcTE1qwpz8ROlYixhqg,Philly Homebrew Outlet East,1447 N American St,Philadelphia,PA,19122,39.9736806,-75.1396479,5.0,32,0,"Shopping, Food, Arts & Entertainment, Wholesale Stores, Brewing Supplies, Beer, Wine & Spirits, Wineries",True
QWqKTWQ2OiDgo3dzNkpung,Jong Ka Jib,6600 N 5th St,Philadelphia,PA,19126,40.0520643,-75.1273939,4.5,351,1,"Korean, Restaurants",True
i_cFU5_dQexbjJA9rmf_WA,Marcie Blaine,108 S 13th St,Philadelphia,PA,19107,39.950036,-75.162158,3.5,8,1,"Desserts, Specialty Food, Food, Chocolatiers & Shops",True
7mpYTDb24SywNMRn3yeakQ,The Twisted Tail,509 S 2nd St,Philadelphia,PA,19147,39.9418766,-75.1451988,4.0,604,1,"Event Planning & Services, Whiskey Bars, American (New), American (Traditional), Venues & Event Spaces, Bars, Nightlife, Restaurants",True
5iuo1kvv0XZMS0bUOoLz2Q,Bistro St. Tropez,"2400 Market St, Ste 427",Philadelphia,PA,19103,39.9535919923,-75.1794226902,3.5,163,0,"Restaurants, French",True
bchZXVE4feVx4Q5rhIRCGg,NY Bagel Cafe & Deli,"4514 B City Line Ave, Ste 220",Philadelphia,PA,19131,40.0027825,-75.2222705,3.0,52,0,"Restaurants, Food, Bagels, Breakfast & Brunch, Coffee & Tea, Sandwiches, Delis, American (New)",True
ngvE1G9IckUO-ljZBFo23w,Mumbai Bistro,930 Locust St,Philadelphia,PA,19107,39.947207,-75.1572515,4.0,217,0,"Indian, Restaurants",True
46_2e1hnQ4csLrYnhn6bkw,Whetstone Tavern,700 S 5th St,Philadelphia,PA,19147,39.9408715785,-75.1510468125,4.0,166,0,"Restaurants, Cocktail Bars, American (New), Desserts, American (Traditional), Nightlife, Bars, Food",True
TGfPJHImEq6AQL9a1laxlg,Chick-fil-A,9711 Roosevelt Blvd,Philadelphia,PA,19114,40.08178,-75.0267907,4.0,80,1,"Event Planning & Services, American (Traditional), Restaurants, Food, Caterers, Fast Food, Chicken Shop, Breakfast & Brunch",True
CPgWuWGZ4v2sZr5_-1kluw,Checkers,1208 N. Broad,Philadelphia,PA,19121,39.9719414,-75.159771,2.0,21,1,"Restaurants, Fast Food, Burgers",True
VCkSUsdL5P0p16DAPxVROA,NY Bagel & Deli Shop,1120 Buttonwood St,Philadelphia,PA,19123,39.960811,-75.1573883,4.0,31,1,"Bagels, Food, Breakfast & Brunch, Coffee & Tea, Restaurants, Burgers, Delis",True
PW5eZM5RAQEhy3wgovChhQ,Cafe Victoria's,325 N 12th St,Philadelphia,PA,19107,39.958422,-75.158257,3.0,29,0,"Food, Cafes, Restaurants, Coffee & Tea, Breakfast & Brunch",True
yFqq66GxRjnhZXPgjA6hnw,KFC,716 Adams Ave,Philadelphia,PA,19124,40.031578,-75.104787,2.0,7,1,"Restaurants, Chicken Shop, Fast Food, Chicken Wings",True
kGjpBqAqG4mIuFSgU2KKEA,The Royal Indian Cuisine,272 S 20th St,Philadelphia,PA,19103,39.948365,-75.1744997,4.0,28,1,"Restaurants, Indian",True
kLSEk3qXY1KdtFjxHJ9pww,McDonald's,501 Franklin Mill Cir,Philadelphia,PA,19154,40.0884161,-74.9650112,1.5,20,1,"Restaurants, Fast Food, Food, Coffee & Tea, Burgers",True
kfGz2E7Y5FLXJyiKbQYfZg,The Irish Times,629 S 2nd St,Philadelphia,PA,19147,39.9403745,-75.1456109,3.5,44,0,"Nightlife, Bars, Beer, Wine & Spirits, Pubs, Irish, Food, Restaurants",True
PdMXmOWDRHICAx6SLgu1dQ,24,2401 Walnut St,Philadelphia,PA,19103,39.9515211,-75.1798731,3.5,111,0,"Italian, Bars, Restaurants, Nightlife, Wine Bars, Breakfast & Brunch",True
z7sp6u5JnNlq2ziu31EFvw,CVS Optical,1405 South 10th St,Philadelphia,PA,19147,39.9315261618,-75.1607671842,2.5,35,1,"Shopping, Food, Health & Medical, Pharmacy, Convenience Stores, Drugstores",True
JomDoQafikclSVVCPkWjnA,Cedar Park Cafe,4914 Baltimore Ave,Philadelphia,PA,19143,39.94796,-75.22198,4.0,301,1,"Diners, Restaurants, Sandwiches, Breakfast & Brunch, Vegetarian",True
F6hASqb_Z5ASXz0-pZFlfA,Edible Arrangements,"6153 Ridge Ave, Unit A",Philadelphia,PA,19128,40.035169,-75.216409,3.5,10,1,"Flowers & Gifts, Specialty Food, Shopping, Food, Florists, Gift Shops, Chocolatiers & Shops",True
kq5Ghhh14r-eCxlVmlyd8w,The Coventry Deli,2000 Market St,Philadelphia,PA,19103,39.953291,-75.173645,4.0,65,1,"Restaurants, Delis, Salad, Sandwiches",True
MYoRNLb5chwjQe3c_k37Gg,Sean Thorntons Public House,2401 E Allegheny Ave,Philadelphia,PA,19134,39.988107,-75.105553,3.5,6,1,"Food, Nightlife, Restaurants, Irish Pub, Bars, Irish, Pubs, Beer, Wine & Spirits, Event Planning & Services, Gastropubs, Caterers",True
pP4q0Mym-qt20nRqTKbzhQ,Morton's The Steakhouse,1411 Walnut St,Philadelphia,PA,19102,39.949603,-75.1649701595,3.5,149,0,"Steakhouses, Restaurants, Nightlife, Seafood, Bars, American (Traditional)",True
y1HgVnt4K5owmYXC5yXLGg,Flambo Caribbean Restaurant,820 N Broad St,Philadelphia,PA,19130,39.9686973,-75.1606146,4.5,138,1,"Trinidadian, Caribbean, Restaurants, Seafood",True
RrqRin8BYGrTlJbCDwtLzA,Wawa,3744 Spruce St,Philadelphia,PA,19104,39.9510885597,-75.1989988336,3.5,50,1,"Delis, Gas Stations, Food, Convenience Stores, Restaurants, Automotive, Coffee & Tea, Sandwiches",True
IgNDlyLERBwFGphgcC5VDQ,Cosi,1128 Walnut St,Philadelphia,PA,19107,39.9487514826,-75.1604487143,2.5,63,0,"Sandwiches, Vegetarian, Pizza, Food, Coffee & Tea, Delis, Restaurants, American (New)",True
L_sXNadtVHjxMw7Yhvkj9Q,Naoki Ramen,915 Race St,Philadelphia,PA,19107,39.955454,-75.1549,4.0,92,0,"Ramen, Restaurants, Japanese",True
HuDNHqKv9n1mWpe4BqCnwA,Minas Pizza,6151 Ridge Ave,Philadelphia,PA,19128,40.0352350987,-75.2167929785,3.0,54,1,"Restaurants, Pizza",True
BxR5hjyBnJZrm_nnaCtGQw,The Lunar Inn,3124 Richmond St,Philadelphia,PA,19134,39.9822933,-75.1031599,4.5,29,1,"Bars, Food, Restaurants, Beer, Wine & Spirits, American (Traditional), Nightlife",True
4TQMOy00KD_54xSFwKgMZw,Ndulge,4373 Main St,Philadelphia,PA,19127,40.025842293,-75.2243893677,3.5,15,0,"Restaurants, Thai, Food, Cafes, Cupcakes",True
NQSnr4RPUScss607oxOaqw,Chase's Hop Shop,7235 Rising Sun Ave,Philadelphia,PA,19111,40.0603863,-75.0845897,4.5,116,1,"Chicken Wings, Nightlife, Bars, Delis, Food, Beer Gardens, Sandwiches, Beer Bar, Restaurants, Beer, Wine & Spirits, Gastropubs",True
V6Om7YZhlRQRU7WfuxHq8Q,Beck's Cajun Cafe,51 N 12th St,Philadelphia,PA,19107,39.9533224742,-75.1590000821,4.0,485,1,"Restaurants, Cajun/Creole",True
DOl21AqtT74dUZ3kvXNNcA,Golden Triangle,610 S 5th St,Philadelphia,PA,19147,39.9415201345,-75.1509702725,4.5,159,1,"Restaurants, Malaysian, Burmese, Asian Fusion, Thai",True
I4TFiNX5gTsJBnEGH2Tl8Q,Benna's West,1444 S Broad St,Philadelphia,PA,19146,39.931855,-75.168473,3.5,47,0,"Juice Bars & Smoothies, Sandwiches, Food, Restaurants, Coffee & Tea",True
12kD46cnLyMXUQTCI2N0ug,P&P Grocery,4307 Locust St,Philadelphia,PA,19104,39.9539236,-75.2096903,4.5,13,0,"Food, Grocery",True
PvT44WlqJLkUrCITo6AjRA,Breakfast Boutique Chestnut Hill,8630 Germantown Ave,Philadelphia,PA,19118,40.0771492176,-75.2087070076,3.0,151,1,"Breakfast & Brunch, Restaurants",True
-IRJAg0tkspFukxKY87TBA,Blue Mountain Vineyards & Cellars,36 S 7th St,Philadelphia,PA,19106,39.9498279,-75.152458,4.5,16,0,"Wineries, Arts & Entertainment, Food",True
N1ZXhAVzOzbyCBPEXTaUUw,Tandoor Authentic Indian Restaurant,106 S 40th St,Philadelphia,PA,19104,39.9551144,-75.202451,3.5,148,0,"Food Delivery Services, Halal, Food, Restaurants, Buffets, Pakistani, Indian",True
nBr6NgqcZz1GhtAngU0RSQ,Forin Cafe,"2041 Coral St, Ste 2",Philadelphia,PA,19125,39.9813471541,-75.1322471288,4.5,10,1,"Shopping, Restaurants, Cafes, Fashion",True
y44MbCvvtmg1FpkNGSWisw,Tony's Luke,8500 Essington Ave,Philadelphia,PA,19153,39.8773236045,-75.2436721818,2.5,172,1,"Cheesesteaks, Restaurants",True
xb-qtXVZ7xFr51Se5fAZjg,Saige Café,"1001 N 2nd St, Ste 9",Philadelphia,PA,19123,39.9667910353,-75.1400172338,3.0,14,0,"Sandwiches, Breakfast & Brunch, Coffee & Tea, Food, Restaurants, Cafes, Juice Bars & Smoothies",True
LSdg7x7HhUdvYUevvYVHjQ,Sunoco,3200 Richmond St,Philadelphia,PA,19102,39.983319,-75.101136,2.5,8,1,"Restaurants, Delis, Sandwiches",True
U30ggGzFpXvc2NZYwOW3qg,Mood Cafe,4618 Baltimore Ave,Philadelphia,PA,19143,39.9486639126,-75.2158315415,4.5,458,1,"Cafes, Pakistani, Juice Bars & Smoothies, Restaurants, Ice Cream & Frozen Yogurt, Halal, Indian, Coffee & Tea, Food",True
dE_MaaYrXBAEebtH2u_B-w,Wilson's Market,1337 W Olney Ave,Philadelphia,PA,19141,40.0390528,-75.1438169,3.5,13,1,"Specialty Food, Meat Shops, Sandwiches, Food, Restaurants, Delis, Grocery",True
68ThEdiK0eWCEgGEmV9Tng,Southgate,1801 Lombard St,Philadelphia,PA,19146,39.9455687,-75.1717901,4.0,323,1,"Breakfast & Brunch, American (Traditional), Korean, Restaurants, Gastropubs, Nightlife, Bars, Cocktail Bars",True
8fTaOcdyJwJJtN7dbRNpiw,Video Library,7157 Germantown Ave,Philadelphia,PA,19119,40.0600047,-75.1907117,3.5,7,0,"Shopping, Books, Mags, Music & Video, Videos & Video Game Rental, Arts & Entertainment, Food, Cinema, Ice Cream & Frozen Yogurt",True
USyJiGIvZ8fHjRVaVTu1Zw,Tony Jr's,118 S 18th St,Philadelphia,PA,19103,39.951157,-75.170714,3.0,71,0,"Restaurants, Sandwiches, Cheesesteaks",True
cEG1r9aRMJwmRQVkh7eiJg,Falls Deli,3492 Tilden St,Philadelphia,PA,19129,40.0128847,-75.1901845,4.5,31,1,"Bagels, Food, Sandwiches, Delis, Breakfast & Brunch, Restaurants, Event Planning & Services, Caterers",True
TttFjRQ-8Iz8by4hsD7iOQ,Angelina's,743 S 8th St,Philadelphia,PA,19147,39.940221217,-75.1557966694,4.5,49,1,"Restaurants, Italian",True
aurl4I40YVQfQ8loOdgKCg,Crown Fried Chicken,933 N Broad St,Philadelphia,PA,19123,39.971145,-75.15902,3.5,11,1,"Chicken Wings, Restaurants, Fast Food",True
di5ihAL9VWoctHelY8kLTQ,Gigi and Big R,38th and Spruce,Philadelphia,PA,19104,39.9512903,-75.1992768,4.0,81,1,"Restaurants, Food, Caribbean, Food Trucks",True
Pb5agnsD9EdCl6yuZp2jJA,O Sole Mio,250 Catharine St,Philadelphia,PA,19147,39.9378287,-75.1482632,4.5,85,1,"Food, Seafood, Sardinian, Gelato, Restaurants, Pizza, Italian",True
Bw0cpnfI-Y9QmjWzqS-oFg,Izumi,1601 E Passyunk Ave,Philadelphia,PA,19148,39.929738,-75.1633963,4.0,219,0,"Restaurants, Sushi Bars, Desserts, Food, Japanese",True
1w1H1kYUN60zpfdP-0qmGQ,Machismo Burrito Bar,8500 Henry Ave,Philadelphia,PA,19128,40.0626011,-75.2372078,3.0,30,0,"Restaurants, Mexican",True
3VKE0_-KhU_qMYHxcyVcDg,Just To Serve You Too,5132 N 5th St,Philadelphia,PA,19120,40.029648,-75.1322934,3.0,68,0,"Seafood, Restaurants, Soul Food, Southern",True
kgMEBZG6rjkGeFzPaIM4MQ,McDonald's,914 S Broad St,Philadelphia,PA,19146,39.9394402,-75.1668049,2.0,55,0,"Fast Food, Food, Restaurants, Coffee & Tea, Burgers",True
fKDV_dlDhXd7P5kZi97Kng,The Spot,272 S 20th St,Philadelphia,PA,19103,39.9483749,-75.1744886,3.0,80,0,"Breakfast & Brunch, Pizza, Greek, Restaurants, Food",True
XgLrkmIqIrD_pl67lAovEQ,The Bourse,111 S Independence Mall E,Philadelphia,PA,19106,39.9498192516,-75.1486551501,2.0,35,0,"Food Court, Shopping, Shopping Centers, IT Services & Computer Repair, Local Services, Souvenir Shops, Restaurants",True
usFEKg4-2C48qPIh32HbHA,Fine Wine & Good Spirits - Premium Collection,"1112 Chestnut St, Ste 28",Philadelphia,PA,19107,39.9500812,-75.1593054,2.0,7,1,"Food, Beer, Wine & Spirits",True
_IYHl6J9iB3lbeJq27pbsg,Taqueria La Hacienda,4715 N Front St,Philadelphia,PA,19120,40.02202,-75.1240606,3.5,10,1,"Latin American, Restaurants",True
ZyyExneJPXjci7yc2CGAPQ,Cups & Chairs,701-03 S 5th St,Philadelphia,PA,19147,39.940311,-75.15099,4.5,80,0,"Coffee & Tea, Food",True
Ryt1Fhgz7sixMQSJiLyP_g,Zocalo,3600 Lancaster Ave,Philadelphia,PA,19104,39.9584222,-75.1938661,2.5,59,0,"Restaurants, Mexican",True
B6qHZCAs7Nka-1zdjCzAIQ,Butter's Soul Food,2730 W Girard Ave,Philadelphia,PA,19130,39.9741307,-75.1815903,3.0,77,1,"Food, Caterers, Event Planning & Services, Restaurants, Soul Food",True
Bb3F76xkJrA-IwXLNK52RQ,Alchemy Coffee,119 S 21st St,Philadelphia,PA,19103,39.9511237,-75.1755163,5.0,19,1,"Food, Coffee & Tea",True
3Lf3nWp9TcIj7hvw9YZeMA,Cannuli's Quality Meats & Poultry,937 S 9th St,Philadelphia,PA,19147,39.9378963,-75.1579013,4.5,38,1,"Specialty Food, Caterers, Meat Shops, Food, Event Planning & Services",True
NouhbGP5s17DZ9hExLYAkA,Dairy Queen,514 S St,Philadelphia,PA,19147,40.0790741,-74.9312205,2.0,6,0,"Food, Ice Cream & Frozen Yogurt",True
KAZ2Z3831eb5lHtUDKa8kA,Saladworks,"2955 Market St, Ste 221",Philadelphia,PA,19104,39.9557501,-75.1819889,3.5,8,1,"Salad, Restaurants, American (Traditional), Food, Sandwiches, Do-It-Yourself Food, Soup, Vegetarian, American (New)",True
cLlBDZxYJ1dt1JgMuZnXew,Olly,700 S 5th St,Philadelphia,PA,19147,39.9408776,-75.1511064,4.0,51,1,"Pizza, Food, Bagels, Sandwiches, Comfort Food, Breakfast & Brunch, Burgers, American (New), Nightlife, Bars, Wine Bars, Restaurants",True
V5KiEoH4E86GA2S3RQkf1g,Spice Grill,3447-61 Richmond St,Philadelphia,PA,19134,39.9862724,-75.094699,3.5,12,1,"Restaurants, Chinese, Asian Fusion",True
MMRRS6YhVRx_iN5-JhMRYg,Han Dynasty,3711 Market St,Philadelphia,PA,19104,39.9567105161,-75.1971027811,4.0,783,1,"Restaurants, Chinese, Szechuan",True
icp_IKE9zIkAqAucyS1vTA,Hakka Beef House,927 Race St,Philadelphia,PA,19107,39.9554945,-75.1552563,4.5,33,0,"Restaurants, Chinese",True
f8xDi3rajxvIqS73N93Afw,Guavaberry Foods & Drinks ,776 S 4th St,Philadelphia,PA,19147,39.938371,-75.1501031,4.0,13,1,"Delis, Convenience Stores, Restaurants, Cafes, Food",True
A0F-h3xJm_6gHDKcDQwSrQ,Capogiro Gelato,3925 Walnut St,Philadelphia,PA,19104,39.9541715545,-75.2013800841,4.0,252,0,"Pizza, Restaurants, Gelato, Coffee & Tea, Ice Cream & Frozen Yogurt, Food",True
SPWyzJPFP2TT7x0BsqaBqQ,Chenango Restaurant & Bar,1031 Germantown Ave,Philadelphia,PA,19123,39.9664073,-75.1386733,2.0,10,0,"Barbeque, Bars, Nightlife, Restaurants",True
Knt2mnsG15akKb9cjSiuxw,John's Seafood,1326 W Girard Ave,Philadelphia,PA,19123,39.9709958,-75.1581617,3.0,9,1,"Restaurants, Seafood",True
ugSVRAKO6mxvsrElFg8USw,México Lindo,700 Moore St,Philadelphia,PA,19148,39.926402,-75.1575374,4.5,73,1,"Mexican, Restaurants",True
mpVZG520RL-K1YeQi55ZPg,The Blarney Stone,3929 Sansom St,Philadelphia,PA,19104,39.9548253,-75.2009783,3.5,46,0,"Burgers, American (Traditional), Karaoke, Pubs, Restaurants, Nightlife, Bars",True
duf2PORLOL6it1dTGhSnKA,Junes Breakfast,6227 Lancaster Ave,Philadelphia,PA,19151,39.9850064107,-75.246888042,2.5,20,1,"Breakfast & Brunch, Restaurants, Coffee & Tea, Food, Sandwiches, American (New)",True
bKppmYKQ_-9cpp2yziB-Qw,Lincoln Chicken Pizza And Grill,2614 W Girard Ave,Philadelphia,PA,19130,39.9738754,-75.1794242,2.5,20,1,"Cheesesteaks, Chicken Wings, Restaurants, Pizza",True
K8b2MQ5Az59-nzvqUfjJEQ,The Farm and Fisherman,1120 Pine St,Philadelphia,PA,19107,39.944935,-75.1606759,4.0,234,0,"American (New), Restaurants",True
00Vn4VUTWl71_cFPziRQNQ,Crab & Claw,7801 Ogontz Ave,Philadelphia,PA,19150,40.0719622,-75.157311,3.0,65,1,"Seafood Markets, Specialty Food, Food",True
s55Hw6gHhQzZctinFhPu-g,Urban Eatery,3400 Lancaster Ave,Philadelphia,PA,19104,39.9570681,-75.1916189,2.0,9,1,"Restaurants, Food Court",True
n6dw_zxL_4cVO6EP_m0joQ,Dragon House,1228 Chestnut St,Philadelphia,PA,19107,39.9503586,-75.1615836,4.0,5,1,"Restaurants, Chinese",True
agTcS5LYZJe4gNiXK6nNkw,Buca D’Oro ,711 Locust St,Philadelphia,PA,19106,39.9470772078,-75.1541655511,4.0,5,1,"Italian, Restaurants",True
Zk_GdMMPgEfKUECCxAxvwQ,Pho Nam Giang,427 Franklin Mills Cir,Philadelphia,PA,19154,40.0860776,-74.9648083509,4.5,23,1,"Chinese, Restaurants, Vietnamese, Asian Fusion",True
PxEiXqMAzzvp8GFlb5EoLg,Grain Exchange,7152 Germantown Ave,Philadelphia,PA,19119,40.059508,-75.190838,3.5,239,0,"Restaurants, American (New), Nightlife, American (Traditional), Pubs, Southern, Bars, Gastropubs",True
w0zKpH49tW6Y-b6ZJzKMFw,Chuck's Alibi,7301 Oxford Ave,Philadelphia,PA,19111,40.061417,-75.0833451,2.0,76,1,"Food, Restaurants, Seafood",True
eqNutOMnPqKa9QDAY6KfEw,J'aime French Bakery,212 S 12th St,Philadelphia,PA,19107,39.948081,-75.1608093,4.5,310,1,"Food, Juice Bars & Smoothies, Coffee & Tea, Restaurants, Bakeries, Cafes",True
sfbg2kxnvKpmlIuCUas5TA,Lucky Wok Restaurant,5431 N 5th St,Philadelphia,PA,19120,40.0342865,-75.1307075,2.5,6,1,"Restaurants, Chinese",True
8cLbpSZOHnmzxzDNSBGQCA,About BBQ,933 Race Sreet,Philadelphia,PA,19107,39.9554168697,-75.1554945434,4.0,14,0,"Barbeque, Restaurants",True
CB7nXPd5h_YLzcgfDo2DCg,Mike's Breakfast,"6201 N Front St, Ste 16",Philadelphia,PA,19120,40.045729,-75.11891,3.0,15,1,"Restaurants, Breakfast & Brunch",True
7lwe7n-Yc-V9E_HfLAeylg,Pub & Kitchen,1946 Lombard St,Philadelphia,PA,19146,39.9456566,-75.1747733,3.5,615,1,"Restaurants, Pubs, Food, Bars, American (New), Nightlife",True
o4_cgIKWgvJ09TZeSzARmg,Quality Pizza,6438 Rising Sun Ave,Philadelphia,PA,19111,40.0509209,-75.094581,3.0,19,1,"Restaurants, Pizza",True
5m3ND7lNNd6zo-bNQGoXhQ,Three 12 Sport Bar and Lounge,312 Market St,Philadelphia,PA,19106,39.9499452,-75.146352,2.5,33,1,"Lounges, Sports Bars, Bars, Cocktail Bars, Nightlife, Restaurants, American (Traditional)",True
IDGg4Ax0iMYBtSKRP0tBbg,Germantown Pizza,1517 N 4th St,Philadelphia,PA,19122,39.9742039,-75.1420764,3.0,20,0,"Pizza, Restaurants, Italian, Desserts, Food",True
7J81xJFlMM244_f05k2egw,Hammerheads Bar & Grille,3517 Cottman Ave,Philadelphia,PA,19149,40.0374692,-75.0417837,2.5,15,1,"Dive Bars, Restaurants, American (Traditional), Nightlife, Bars",True
oBhJuukGRqPVvYBfTkhuZA,Square 1682,121 S 17th St,Philadelphia,PA,19103,39.9508011,-75.1686108,3.5,385,1,"American (New), Breakfast & Brunch, Bars, Nightlife, Restaurants",True
e0aGg7U132XQRup2qa0Ztg,Archway Sandwich Shop,48 N 8th St,Philadelphia,PA,19107,39.9528017,-75.1533475,3.0,7,0,"Delis, Sandwiches, Restaurants, Breakfast & Brunch",True
04UD14gamNjLY0IDYVhHJg,Dmitri's,795 S 3rd St,Philadelphia,PA,19147,39.9380132,-75.1481307,4.0,273,0,"Mediterranean, Restaurants, Seafood, Greek",True
7sKfrJmjG6unAQeWdQUe2w,Franzone's Pizzeria & Restaurant,114 Levering St,Philadelphia,PA,19127,40.026465,-75.2244958,3.5,110,1,"Pizza, Restaurants",True
pXb7pDVPayyElIqVlh1FOg,Brown Chicken Brown Cow,1321 S 2nd St,Philadelphia,PA,19147,39.9310268,-75.1478088,4.0,5,0,"Ice Cream & Frozen Yogurt, Coffee & Tea, Food",True
14ZGwnDyydXdSBsLXpSUrA,Vientiane Café,4728 Baltimore Ave,Philadelphia,PA,19143,39.9483087,-75.2178905,4.0,304,1,"Vietnamese, Restaurants, Food, Thai, Coffee & Tea, Laotian",True
4NjPz9bJzll1FMIi2bw8HA,Sonam,223 South St,Philadelphia,PA,19176,39.9412971,-75.1466064,4.5,9,0,"Tapas Bars, Restaurants",True
i221dg3tgAMZLG-zeS5k3g,Menchie's Frozen Yogurt,9173 Roosevelt Blvd,Philadelphia,PA,19114,40.076192,-75.031427,4.0,19,1,"Food, Desserts, Do-It-Yourself Food, Ice Cream & Frozen Yogurt",True
AY1SyySRyTnBwBdf7qfGxQ,Citi Market place,1318 Walnut St,Philadelphia,PA,19107,39.9489105,-75.1630155,4.5,86,0,"Grocery, Vegan, Food, Vegetarian, Convenience Stores, Restaurants",True
